0.000023,0.000000
0.000045,0.000000
0.000068,0.000000
0.000091,0.000000
0.000113,0.000000
0.000136,0.000651
0.000159,0.000753
0.000181,0.000845
0.000204,0.000928
0.000227,0.001001
0.000249,0.001065
0.000272,0.001120
0.000295,0.001164
0.000317,0.001200
0.000340,0.001226
0.000363,0.001242
0.000385,0.001249
0.000408,0.001246
0.000431,0.001234
0.000454,0.001212
0.000476,0.001181
0.000499,0.001141
0.000522,0.001091
0.000544,0.001031
0.000567,0.000962
0.000590,0.000884
0.000612,0.000795
0.000635,0.000698
0.000658,0.000591
0.000680,0.000474
0.000703,0.000348
0.000726,0.000213
0.000748,0.000068
0.000771,-0.000087
0.000794,-0.000251
0.000816,-0.000424
0.000839,-0.000607
0.000862,-0.000799
0.000884,-0.001001
0.000907,-0.001213
0.000930,-0.001434
0.000952,-0.001664
0.000975,-0.001904
0.000998,-0.002154
0.001020,-0.002412
0.001043,-0.002681
0.001066,-0.002959
0.001088,-0.003246
0.001111,-0.003543
0.001134,-0.003849
0.001156,-0.004165
0.001179,-0.004490
0.001202,-0.004825
0.001224,-0.005170
0.001247,-0.005523
0.001270,-0.005887
0.001293,-0.006260
0.001315,-0.006642
0.001338,-0.007034
0.001361,-0.007435
0.001383,-0.007846
0.001406,-0.008266
0.001429,-0.008696
0.001451,-0.009135
0.001474,-0.009584
0.001497,-0.010042
0.001519,-0.010443
0.001542,-0.010283
0.001565,-0.010114
0.001587,-0.009935
0.001610,-0.009747
0.001633,-0.009549
0.001655,-0.009342
0.001678,-0.009125
0.001701,-0.008899
0.001723,-0.008664
0.001746,-0.008418
0.001769,-0.008164
0.001791,-0.007900
0.001814,-0.007626
0.001837,-0.007343
0.001859,-0.007050
0.001882,-0.006748
0.001905,-0.006436
0.001927,-0.006115
0.001950,-0.005785
0.001973,-0.005445
0.001995,-0.005095
0.002018,-0.004736
0.002041,-0.004368
0.002063,-0.003990
0.002086,-0.003602
0.002109,-0.003205
0.002132,-0.002798
0.002154,-0.002382
0.002177,-0.001957
0.002200,-0.001522
0.002222,-0.001077
0.002245,-0.000623
0.002268,-0.000160
0.002290,0.000313
0.002313,0.000795
0.002336,0.001287
0.002358,0.001789
0.002381,0.002300
0.002404,0.002820
0.002426,0.003350
0.002449,0.003889
0.002472,0.004438
0.002494,0.004997
0.002517,0.005565
0.002540,0.006142
0.002562,0.006729
0.002585,0.007325
0.002608,0.007931
0.002630,0.008546
0.002653,0.009171
0.002676,0.009805
0.002698,0.010449
0.002721,0.011103
0.002744,0.011765
0.002766,0.012438
0.002789,0.013119
0.002812,0.013811
0.002834,0.014511
0.002857,0.015222
0.002880,0.015941
0.002902,0.016671
0.002925,0.017409
0.002948,0.018158
0.002971,0.018915
0.002993,0.019682
0.003016,0.020459
0.003039,0.020977
0.003061,0.020499
0.003084,0.020011
0.003107,0.019514
0.003129,0.019007
0.003152,0.018491
0.003175,0.017965
0.003197,0.017430
0.003220,0.016886
0.003243,0.016331
0.003265,0.015768
0.003288,0.015195
0.003311,0.014612
0.003333,0.014020
0.003356,0.013418
0.003379,0.012807
0.003401,0.012187
0.003424,0.011557
0.003447,0.010917
0.003469,0.010268
0.003492,0.009609
0.003515,0.008941
0.003537,0.008264
0.003560,0.007577
0.003583,0.006880
0.003605,0.006174
0.003628,0.005459
0.003651,0.004734
0.003673,0.003999
0.003696,0.003255
0.003719,0.002502
0.003741,0.001739
0.003764,0.000967
0.003787,0.000185
0.003810,-0.000607
0.003832,-0.001408
0.003855,-0.002218
0.003878,-0.003038
0.003900,-0.003867
0.003923,-0.004706
0.003946,-0.005555
0.003968,-0.006413
0.003991,-0.007280
0.004014,-0.008157
0.004036,-0.009043
0.004059,-0.009939
0.004082,-0.010844
0.004104,-0.011759
0.004127,-0.012683
0.004150,-0.013617
0.004172,-0.014561
0.004195,-0.015513
0.004218,-0.016476
0.004240,-0.017447
0.004263,-0.018429
0.004286,-0.019419
